text,label
after being diagnosed with a rare eye disease a doctor learns the best treatment is immunosuppression  a risky choice in the midst of covid19 autoimmune covid covid19 opthalmology healthcare medtwitter,0
hydroxychloroquineis founded 100 inkalonji seedso take 7 kalonji seed with honey mix with hot water take before bfast to prevent yourself to be attacked fromcovid19 corona virus please guys share this information with your friends and family,0
a student from pondicherry university has found a home remedy for covid19 that has been accepted by world health organization who,0
trump introduces “choose your own adventure” pandemic protocol,0
in the backdrop of the lockdown videos of wild animals taking over the roads are surfacing on the internet among them a set of pictures of a herd of deer is doing the rounds on social media claiming that these pictures are from lake club chandigarh,0
government attempts to stop coronavirus by outlawing communal worship of deity who created virus,0
people shouting allahu akbar in europe after the coronavirus outbreak,0
“the rule of six by itself isn’t sufficiently slowing down the virus spreading” mayor of london sadiq khan explains that it will take “additional measures” along with the ‘rule of six’ to slow down the spread of the virus in the city get more here,1
you will notice california has a major adjustment we are switching back to state data from other more frequently updated sources this should be a onetime adjustment more discussion here  and context on california here,1
both of the cases were picked up at our routine testing at around day 3 one of the cases who has been in isolation in wellington is now considered recoveredrecovered being at least 10 days since onset of symptoms at least 48 hours asymptomatic and has returned a negative test,1
the coronavirus just isnt nearly as deadly as we thought it was,0
every worker on the front lines of the fight against covid19 deserves protections and accommodations that keep them and their families safe im glad to see states stepping up to support folks — employers must do the same,0
wearing a cloth face covering correctly can help prevent the spread of covid19 to others when you go out on essential trips follow these “do’s” if you have a child remember those under age 2 should not wear a face covering see,1
the centre released guidelines for unlock 3 third phase in the easing of restrictions put in place to curb the spread of covid19 this will come in to effect from 1 august bihar government has dispelled rumours of a statewide lockdown till 16 august coronavirusfacts covid19,0
news ‘stay alert’ sort of means to be kind of lockdownish but not too much clarifies government,0
pcr tests also detect common cold viruses,0
its also important to note that antibody tests that can distinguish between vaccineacquired immunity and naturally acquired immunity will be critical for the design of vaccine clinical trials,1
im running a fever again been suffering from a throat infection on and off for one and a half months and i swear im ready to gargle with acid instead of salt water see if it helps constantly terrified i have covid i dont but i cant do anything or see anyone just in case,0
news smokers can’t wait for pubs to reopen so they can spend all night standing outside on their own,0
the brazilian doctor drauzio varella defends that the population doesnt need a lockout,0
“as at today a total of 323 confirmed cases of covid19 has been recorded and unfortunately 10 deaths we continue to intensify our contact tracing efforts 92 of the contacts of confirmed cases have been identified”  on covid19nigeria,1
who says that asymptomatic people dont transmit coronavirus,0
now this was 2001 tell me why 19 years later they say there is no vaccine,0
the ministry are casting the net wide and taking a precautionary approach and will continue to contact and test all possible close contacts of recent cases,1
dr stella immanuel says a cure has been found for covid19,0
